,Unnamed: 0,id,submitdate,startdate,datestamp,Modyfikator,Grupa,Odpowiedź,Odpowiedzialność,Płeć,Rok urodzenia,Wykształcenie,Wykształcenie inne,Wykształcenie filozoficzne
896,896,922,2015-04-20 10:09:22,2015-04-20 10:07:33,2015-04-20 10:09:22,Brak przysłówka,Help,Tak,4.0,Mężczyzna,1975.0,Średnie,,Nie
897,897,923,2015-04-20 10:12:49,2015-04-20 10:11:28,2015-04-20 10:12:49,Brak przysłówka,Harm,Tak,1.0,Kobieta,1994.0,Średnie,,Nie
898,898,924,2015-04-20 10:14:59,2015-04-20 10:12:21,2015-04-20 10:14:58,Specjalnie,Harm,Tak,1.0,Kobieta,1965.0,-oth-,lekarz,Nie
899,899,925,2015-04-20 10:19:01,2015-04-20 10:16:16,2015-04-20 10:19:01,Specjalnie,Help,Nie,1.0,Mężczyzna,1969.0,Wyższe,,Nie
901,901,927,2015-04-20 10:21:10,2015-04-20 10:19:41,2015-04-20 10:21:10,Z rozmysłem,Help,Nie,5.0,Mężczyzna,1991.0,Wyższe,,Nie
902,902,928,2015-04-20 10:24:18,2015-04-20 10:22:24,2015-04-20 10:24:18,Zamierzał,Help,Nie,1.0,Kobieta,1974.0,Wyższe,,Nie
903,903,929,2015-04-20 10:25:36,2015-04-20 10:23:53,2015-04-20 10:25:36,Z rozmysłem,Harm,Tak,1.0,Mężczyzna,1985.0,Wyższe,,Nie
904,904,930,2015-04-20 10:26:07,2015-04-20 10:24:15,2015-04-20 10:26:07,Brak przysłówka,Harm,Tak,2.0,Mężczyzna,1982.0,Wyższe,,Nie
906,906,932,2015-04-20 10:34:21,2015-04-20 10:29:23,2015-04-20 10:34:21,Świadomie,Harm,Tak,1.0,Kobieta,1993.0,Wyższe,,Nie
907,907,933,2015-04-20 10:31:22,2015-04-20 10:29:49,2015-04-20 10:31:22,Chciał,Harm,Nie,2.0,Kobieta,1986.0,Wyższe,,Nie
908,908,934,2015-04-20 10:32:25,2015-04-20 10:31:18,2015-04-20 10:32:25,Chciał,Help,Nie,5.0,Mężczyzna,1968.0,Wyższe,,Nie
909,909,935,2015-04-20 10:32:28,2015-04-20 10:31:39,2015-04-20 10:32:28,Świadomie,Harm,Tak,1.0,Mężczyzna,1954.0,Wyższe,,Nie
910,910,936,2015-04-20 10:33:51,2015-04-20 10:32:25,2015-04-20 10:33:51,Umyślnie,Harm,Tak,1.0,Kobieta,1992.0,Wyższe,,Nie
911,911,937,2015-04-20 10:36:16,2015-04-20 10:35:07,2015-04-20 10:36:16,Celowo,Help,Nie,4.0,Kobieta,1983.0,Wyższe,,Nie
913,913,939,2015-04-20 10:39:15,2015-04-20 10:37:32,2015-04-20 10:39:15,Świadomie,Help,Tak,1.0,Mężczyzna,1994.0,Wyższe,,Nie
914,914,940,2015-04-20 10:40:41,2015-04-20 10:38:15,2015-04-20 10:40:40,Celowo,Harm,Nie,1.0,Kobieta,1985.0,Wyższe,,Nie
915,915,941,2015-04-20 10:41:33,2015-04-20 10:39:28,2015-04-20 10:41:33,Zamierzał,Harm,Nie,1.0,Mężczyzna,1985.0,Wyższe,,Nie
916,916,942,2015-04-20 10:44:44,2015-04-20 10:42:22,2015-04-20 10:44:44,Umyślnie,Help,Nie,1.0,Kobieta,1987.0,Wyższe,,Nie
917,917,943,2015-04-20 10:44:13,2015-04-20 10:43:07,2015-04-20 10:44:13,Umyślnie,Help,Nie,4.0,Kobieta,1990.0,Wyższe,,Tak
918,918,944,2015-04-20 10:53:56,2015-04-20 10:52:27,2015-04-20 10:53:56,Zamierzał,Help,Nie,2.0,Kobieta,1989.0,Wyższe,,Nie
919,919,945,2015-04-20 10:56:39,2015-04-20 10:55:13,2015-04-20 10:56:39,Z rozmysłem,Harm,Tak,1.0,Kobieta,1982.0,Wyższe,,Nie
920,920,946,2015-04-20 11:05:17,2015-04-20 10:55:22,2015-04-20 11:05:17,Świadomie,Help,Tak,4.0,Mężczyzna,1983.0,Wyższe,,Nie
921,921,947,2015-04-20 10:59:33,2015-04-20 10:58:24,2015-04-20 10:59:33,Celowo,Help,Nie,2.0,Kobieta,1987.0,Wyższe,,Nie
922,922,948,2015-04-20 11:02:19,2015-04-20 11:00:08,2015-04-20 11:02:19,Umyślnie,Help,Nie,3.0,Mężczyzna,1990.0,Wyższe,,Nie
923,923,949,2015-04-20 11:17:04,2015-04-20 11:16:03,2015-04-20 11:17:04,Specjalnie,Harm,Tak,1.0,Kobieta,1977.0,Doktorat,,Nie
924,924,950,2015-04-20 11:21:41,2015-04-20 11:20:56,2015-04-20 11:21:41,Celowo,Harm,Nie,2.0,Kobieta,1990.0,Wyższe,,Nie
925,925,951,2015-04-20 11:23:47,2015-04-20 11:22:18,2015-04-20 11:23:47,Zamierzał,Harm,Tak,1.0,Kobieta,1987.0,Wyższe,,Nie
926,926,952,2015-04-20 11:30:05,2015-04-20 11:28:49,2015-04-20 11:30:05,Specjalnie,Help,Nie,2.0,Kobieta,1992.0,Podstawowe,,Nie
927,927,953,2015-04-20 11:31:47,2015-04-20 11:30:17,2015-04-20 11:31:47,Z rozmysłem,Help,Nie,5.0,Mężczyzna,1985.0,Wyższe,,Nie
929,929,955,2015-04-20 11:35:32,2015-04-20 11:33:50,2015-04-20 11:35:32,Z rozmysłem,Harm,Tak,1.0,Kobieta,1991.0,Średnie,,Nie
930,930,956,2015-04-20 11:39:37,2015-04-20 11:38:10,2015-04-20 11:39:37,Z rozmysłem,Help,Nie,5.0,Kobieta,1981.0,Wyższe,,Nie
933,933,959,2015-04-20 11:42:56,2015-04-20 11:41:58,2015-04-20 11:42:56,Specjalnie,Harm,Tak,1.0,Kobieta,1955.0,Wyższe,,Nie
934,934,960,2015-04-20 11:45:36,2015-04-20 11:44:22,2015-04-20 11:45:36,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1977.0,Średnie,,Nie
935,935,961,2015-04-20 11:46:02,2015-04-20 11:44:55,2015-04-20 11:46:02,Celowo,Help,Nie,2.0,Mężczyzna,1968.0,Wyższe,,Nie
936,936,962,2015-04-20 11:47:19,2015-04-20 11:45:46,2015-04-20 11:47:19,Specjalnie,Harm,Tak,1.0,Kobieta,1989.0,Wyższe,,Nie
938,938,964,2015-04-20 11:54:19,2015-04-20 11:53:24,2015-04-20 11:54:19,Świadomie,Harm,Tak,1.0,Mężczyzna,1980.0,Wyższe,,Nie
939,939,965,2015-04-20 11:55:27,2015-04-20 11:53:50,2015-04-20 11:55:27,Brak przysłówka,Help,Tak,5.0,Mężczyzna,28.0,Średnie,,Nie
940,940,966,2015-04-20 11:55:53,2015-04-20 11:54:43,2015-04-20 11:55:53,Umyślnie,Harm,Tak,1.0,Kobieta,1987.0,Wyższe,,Nie
941,941,967,2015-04-20 11:59:27,2015-04-20 11:56:22,2015-04-20 11:59:27,Specjalnie,Harm,Nie,2.0,Kobieta,1982.0,Wyższe,,Tak
944,944,970,2015-04-20 12:06:01,2015-04-20 12:04:20,2015-04-20 12:06:01,Umyślnie,Harm,Tak,1.0,Mężczyzna,1993.0,Średnie,,Nie
945,945,971,2015-04-20 12:06:47,2015-04-20 12:04:40,2015-04-20 12:06:47,Chciał,Help,Nie,1.0,Kobieta,1988.0,Wyższe,,Tak
947,947,973,2015-04-20 12:11:04,2015-04-20 12:09:44,2015-04-20 12:11:04,Umyślnie,Help,Nie,4.0,Mężczyzna,1992.0,Średnie,,Nie
948,948,974,2015-04-20 12:14:25,2015-04-20 12:13:08,2015-04-20 12:14:25,Specjalnie,Help,Nie,4.0,Kobieta,1989.0,Wyższe,,Nie
949,949,975,2015-04-20 12:21:33,2015-04-20 12:15:49,2015-04-20 12:21:33,Z rozmysłem,Help,Nie,1.0,Kobieta,1986.0,Wyższe,,Nie
950,950,976,2015-04-20 12:17:33,2015-04-20 12:16:32,2015-04-20 12:17:33,Specjalnie,Help,Nie,5.0,Kobieta,1990.0,Wyższe,,Nie
952,952,978,2015-04-20 12:21:23,2015-04-20 12:20:01,2015-04-20 12:21:23,Umyślnie,Help,Nie,5.0,Kobieta,1991.0,Wyższe,,Nie
953,953,979,2015-04-20 12:23:18,2015-04-20 12:21:53,2015-04-20 12:23:18,Celowo,Help,Nie,4.0,Kobieta,1983.0,Wyższe,,Nie
954,954,980,2015-04-20 12:25:43,2015-04-20 12:23:17,2015-04-20 12:25:43,Specjalnie,Help,Nie,3.0,Kobieta,1946.0,Średnie,,Nie
955,955,981,2015-04-20 12:27:15,2015-04-20 12:26:07,2015-04-20 12:27:15,Z rozmysłem,Harm,Tak,1.0,Kobieta,1995.0,Średnie,,Nie
956,956,982,2015-04-20 12:29:49,2015-04-20 12:28:33,2015-04-20 12:29:49,Świadomie,Harm,Tak,1.0,Kobieta,1978.0,Doktorat,,Nie
957,957,983,2015-04-20 12:33:19,2015-04-20 12:31:46,2015-04-20 12:33:19,Specjalnie,Help,Nie,3.0,Kobieta,1986.0,Średnie,,Nie
959,959,985,2015-04-20 12:35:10,2015-04-20 12:33:43,2015-04-20 12:35:10,Chciał,Harm,Tak,1.0,Kobieta,1993.0,Średnie,,Nie
960,960,986,2015-04-20 12:35:33,2015-04-20 12:34:07,2015-04-20 12:35:33,Chciał,Harm,Nie,1.0,Kobieta,1988.0,Wyższe,,Nie
961,961,987,2015-04-20 12:36:19,2015-04-20 12:34:26,2015-04-20 12:36:19,Zamierzał,Harm,Nie,1.0,Kobieta,25.0,-oth-,wyższe niepełne-skończone studia mgr bez obrony mgr,Nie
963,963,989,2015-04-20 12:36:07,2015-04-20 12:34:51,2015-04-20 12:36:07,Umyślnie,Help,Nie,1.0,Kobieta,1978.0,Wyższe,,Nie
964,964,990,2015-04-20 12:36:36,2015-04-20 12:35:18,2015-04-20 12:36:36,Umyślnie,Help,Tak,4.0,Kobieta,1986.0,Wyższe,,Tak
965,965,991,2015-04-20 12:39:04,2015-04-20 12:35:59,2015-04-20 12:39:03,Chciał,Help,Nie,3.0,Kobieta,1980.0,Wyższe,,Nie
966,966,992,2015-04-20 12:37:48,2015-04-20 12:36:19,2015-04-20 12:37:48,Zamierzał,Harm,Nie,1.0,Kobieta,1977.0,Wyższe,,Tak
967,967,993,2015-04-20 12:41:49,2015-04-20 12:40:16,2015-04-20 12:41:49,Specjalnie,Harm,Tak,1.0,Kobieta,1992.0,Średnie,,Nie
968,968,994,2015-04-20 12:42:30,2015-04-20 12:41:10,2015-04-20 12:42:30,Z rozmysłem,Help,Nie,4.0,Kobieta,1976.0,Doktorat,,Nie
969,969,995,2015-04-20 12:42:50,2015-04-20 12:41:55,2015-04-20 12:42:50,Celowo,Harm,Nie,2.0,Kobieta,1979.0,Wyższe,,Nie
970,970,996,2015-04-20 12:44:43,2015-04-20 12:42:06,2015-04-20 12:44:43,Zamierzał,Help,Nie,4.0,Kobieta,1987.0,Wyższe,,Nie
972,972,998,2015-04-20 12:45:14,2015-04-20 12:43:25,2015-04-20 12:45:14,Z rozmysłem,Harm,Tak,1.0,Kobieta,1984.0,Wyższe,,Tak
973,973,999,2015-04-20 12:50:01,2015-04-20 12:48:32,2015-04-20 12:50:01,Zamierzał,Harm,Nie,1.0,Kobieta,1976.0,-oth-,podyplomowe,Nie
974,974,1000,2015-04-20 12:51:39,2015-04-20 12:48:58,2015-04-20 12:51:39,Specjalnie,Help,Nie,3.0,Kobieta,1987.0,Wyższe,,Nie
975,975,1001,2015-04-20 12:52:02,2015-04-20 12:50:56,2015-04-20 12:52:02,Z rozmysłem,Harm,Tak,1.0,Kobieta,1990.0,Wyższe,,Nie
976,976,1002,2015-04-20 12:53:53,2015-04-20 12:52:21,2015-04-20 12:53:53,Chciał,Help,Nie,4.0,Mężczyzna,1988.0,Średnie,,Nie
977,977,1003,2015-04-20 12:54:11,2015-04-20 12:52:42,2015-04-20 12:54:11,Chciał,Help,Nie,5.0,Kobieta,1984.0,Wyższe,,Tak
978,978,1004,2015-04-20 13:05:37,2015-04-20 12:53:12,2015-04-20 13:05:37,Umyślnie,Help,Nie,1.0,Kobieta,1986.0,Wyższe,,Nie
979,979,1005,2015-04-20 12:54:03,2015-04-20 12:53:16,2015-04-20 12:54:03,Specjalnie,Harm,Tak,1.0,Kobieta,1980.0,Doktorat,,Nie
982,982,1008,2015-04-20 12:59:13,2015-04-20 12:57:51,2015-04-20 12:59:13,Umyślnie,Harm,Tak,1.0,Kobieta,1991.0,Wyższe,,Nie
984,984,1010,2015-04-20 13:01:02,2015-04-20 13:00:00,2015-04-20 13:01:02,Z rozmysłem,Help,Nie,5.0,Mężczyzna,1980.0,Wyższe,,Nie
985,985,1011,2015-04-20 13:01:40,2015-04-20 13:00:28,2015-04-20 13:01:40,Brak przysłówka,Harm,Tak,1.0,Kobieta,1975.0,Średnie,,Nie
986,986,1012,2015-04-20 13:01:52,2015-04-20 13:00:39,2015-04-20 13:01:52,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1987.0,Średnie,,Nie
987,987,1013,2015-04-20 13:03:56,2015-04-20 13:02:25,2015-04-20 13:03:56,Świadomie,Help,Tak,5.0,Kobieta,1988.0,Doktorat,,Nie
992,992,1018,2015-04-20 13:08:07,2015-04-20 13:06:38,2015-04-20 13:08:07,Brak przysłówka,Help,Tak,5.0,Mężczyzna,1982.0,Doktorat,,Nie
993,993,1019,2015-04-20 13:08:50,2015-04-20 13:07:27,2015-04-20 13:08:50,Celowo,Harm,Nie,1.0,Kobieta,1985.0,Wyższe,,Nie
995,995,1021,2015-04-20 13:12:11,2015-04-20 13:10:48,2015-04-20 13:12:11,Umyślnie,Harm,Tak,1.0,Kobieta,1985.0,Doktorat,,Nie
996,996,1022,2015-04-20 13:13:19,2015-04-20 13:11:26,2015-04-20 13:13:19,Chciał,Help,Nie,1.0,Mężczyzna,1991.0,Wyższe,,Nie
998,998,1024,2015-04-20 13:16:34,2015-04-20 13:15:24,2015-04-20 13:16:34,Celowo,Harm,Tak,2.0,Mężczyzna,26.0,Wyższe,,Nie
999,999,1025,2015-04-20 13:19:29,2015-04-20 13:17:53,2015-04-20 13:19:29,Chciał,Help,Nie,3.0,Kobieta,1987.0,Wyższe,,Nie
1000,1000,1026,2015-04-20 13:20:27,2015-04-20 13:17:57,2015-04-20 13:20:27,Z rozmysłem,Help,Nie,1.0,Kobieta,1987.0,Średnie,,Nie
1002,1002,1028,2015-04-20 13:22:19,2015-04-20 13:20:54,2015-04-20 13:22:19,Chciał,Help,Nie,4.0,Kobieta,1991.0,Wyższe,,Nie
1003,1003,1029,2015-04-20 13:22:46,2015-04-20 13:20:57,2015-04-20 13:22:46,Chciał,Help,Nie,4.0,Mężczyzna,1981.0,Wyższe,,Nie
1004,1004,1030,2015-04-20 13:23:54,2015-04-20 13:22:25,2015-04-20 13:23:54,Umyślnie,Harm,Tak,1.0,Mężczyzna,1983.0,Doktorat,,Nie
1005,1005,1031,2015-04-20 13:25:36,2015-04-20 13:24:24,2015-04-20 13:25:36,Z rozmysłem,Harm,Tak,1.0,Kobieta,1990.0,Wyższe,,Nie
1006,1006,1032,2015-04-20 13:26:47,2015-04-20 13:24:52,2015-04-20 13:26:47,Chciał,Harm,Nie,1.0,Kobieta,1989.0,Średnie,,Nie
1007,1007,1033,2015-04-20 13:30:43,2015-04-20 13:28:55,2015-04-20 13:30:43,Brak przysłówka,Help,Tak,4.0,Kobieta,1990.0,Wyższe,,Nie
1008,1008,1034,2015-04-20 13:35:09,2015-04-20 13:33:57,2015-04-20 13:35:09,Umyślnie,Harm,Tak,2.0,Mężczyzna,1991.0,Wyższe,,Nie
1009,1009,1035,2015-04-20 13:35:18,2015-04-20 13:34:31,2015-04-20 13:35:18,Z rozmysłem,Harm,Nie,2.0,Kobieta,1992.0,Wyższe,,Nie
1010,1010,1036,2015-04-20 13:39:15,2015-04-20 13:37:03,2015-04-20 13:39:15,Świadomie,Harm,Tak,1.0,Kobieta,1990.0,Średnie,,Nie
1011,1011,1037,2015-04-20 13:40:10,2015-04-20 13:39:09,2015-04-20 13:40:10,Celowo,Help,Nie,5.0,Mężczyzna,1988.0,Wyższe,,Nie
1012,1012,1038,2015-04-20 13:41:07,2015-04-20 13:39:52,2015-04-20 13:41:07,Świadomie,Harm,Tak,1.0,Mężczyzna,1988.0,Wyższe,,Nie
1013,1013,1039,2015-04-20 13:42:34,2015-04-20 13:40:52,2015-04-20 13:42:34,Celowo,Harm,Tak,1.0,Mężczyzna,1978.0,Średnie,,Nie
1014,1014,1040,2015-04-20 13:47:31,2015-04-20 13:44:33,2015-04-20 13:47:31,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1983.0,Średnie,,Nie
1017,1017,1043,2015-04-20 14:04:34,2015-04-20 14:02:55,2015-04-20 14:04:34,Zamierzał,Harm,Tak,1.0,Kobieta,1986.0,Wyższe,,Nie
1020,1020,1046,2015-04-20 14:07:39,2015-04-20 14:06:09,2015-04-20 14:07:39,Chciał,Help,Nie,2.0,Mężczyzna,1992.0,Wyższe,,Nie
1021,1021,1047,2015-04-20 14:10:08,2015-04-20 14:08:46,2015-04-20 14:10:08,Świadomie,Harm,Tak,1.0,Mężczyzna,1973.0,Średnie,,Nie
1022,1022,1048,2015-04-20 14:11:30,2015-04-20 14:10:07,2015-04-20 14:11:30,Zamierzał,Help,Nie,4.0,Kobieta,1986.0,Wyższe,,Tak
1023,1023,1049,2015-04-20 14:12:46,2015-04-20 14:10:47,2015-04-20 14:12:46,Zamierzał,Help,Nie,4.0,Kobieta,1978.0,Wyższe,,Nie
1024,1024,1050,2015-04-20 14:19:03,2015-04-20 14:16:03,2015-04-20 14:19:03,Celowo,Help,Nie,4.0,Kobieta,1983.0,Średnie,,Nie
1025,1025,1051,2015-04-20 14:22:22,2015-04-20 14:20:30,2015-04-20 14:22:22,Specjalnie,Help,Nie,5.0,Kobieta,1988.0,Wyższe,,Nie
1026,1026,1052,2015-04-20 14:34:59,2015-04-20 14:32:09,2015-04-20 14:34:59,Specjalnie,Harm,Tak,2.0,Mężczyzna,1982.0,Wyższe,,Nie
1027,1027,1053,2015-04-20 14:40:05,2015-04-20 14:38:12,2015-04-20 14:40:05,Brak przysłówka,Help,Tak,2.0,Mężczyzna,1988.0,Wyższe,,Nie
1029,1029,1055,2015-04-20 14:41:05,2015-04-20 14:39:10,2015-04-20 14:41:05,Celowo,Harm,Tak,1.0,Mężczyzna,1992.0,Średnie,,Nie
1031,1031,1057,2015-04-20 14:43:50,2015-04-20 14:42:18,2015-04-20 14:43:50,Zamierzał,Harm,Tak,1.0,Kobieta,1990.0,Wyższe,,Nie
1032,1032,1058,2015-04-20 14:45:08,2015-04-20 14:43:40,2015-04-20 14:45:08,Umyślnie,Help,Nie,5.0,Kobieta,1983.0,Wyższe,,Nie
1033,1033,1059,2015-04-20 14:48:53,2015-04-20 14:47:05,2015-04-20 14:48:53,Świadomie,Help,Tak,1.0,Kobieta,1988.0,Wyższe,,Nie
1034,1034,1060,2015-04-20 14:51:52,2015-04-20 14:49:27,2015-04-20 14:51:52,Celowo,Help,Tak,4.0,Mężczyzna,1974.0,Wyższe,,Nie
1035,1035,1061,2015-04-20 14:55:21,2015-04-20 14:54:05,2015-04-20 14:55:21,Brak przysłówka,Help,Nie,5.0,Kobieta,1989.0,Wyższe,,Nie
1036,1036,1062,2015-04-20 14:58:14,2015-04-20 14:56:55,2015-04-20 14:58:14,Zamierzał,Harm,Tak,1.0,Kobieta,1989.0,Wyższe,,Nie
1038,1038,1064,2015-04-20 15:03:36,2015-04-20 15:02:19,2015-04-20 15:03:36,Chciał,Harm,Nie,1.0,Mężczyzna,1988.0,Wyższe,,Nie
1039,1039,1065,2015-04-20 15:05:04,2015-04-20 15:03:42,2015-04-20 15:05:04,Celowo,Help,Nie,1.0,Mężczyzna,1970.0,Średnie,,Nie
1040,1040,1066,2015-04-20 15:06:55,2015-04-20 15:04:53,2015-04-20 15:06:55,Z rozmysłem,Help,Nie,4.0,Kobieta,1967.0,-oth-,podyplomowe,Nie
1041,1041,1067,2015-04-20 15:07:54,2015-04-20 15:06:41,2015-04-20 15:07:54,Chciał,Harm,Nie,1.0,Kobieta,1994.0,Średnie,,Tak
1043,1043,1069,2015-04-20 15:15:26,2015-04-20 15:13:26,2015-04-20 15:15:25,Brak przysłówka,Harm,Tak,1.0,Kobieta,1988.0,Wyższe,,Nie
1044,1044,1070,2015-04-20 15:16:52,2015-04-20 15:15:16,2015-04-20 15:16:52,Specjalnie,Harm,Tak,1.0,Kobieta,1989.0,Wyższe,,Nie
1045,1045,1071,2015-04-20 15:17:14,2015-04-20 15:15:56,2015-04-20 15:17:14,Celowo,Harm,Nie,1.0,Kobieta,1981.0,Wyższe,,Nie
1046,1046,1072,2015-04-20 15:17:18,2015-04-20 15:16:00,2015-04-20 15:17:18,Świadomie,Harm,Nie,2.0,Mężczyzna,1969.0,Habilitacja Plus,,Nie
1047,1047,1073,2015-04-20 15:18:14,2015-04-20 15:16:09,2015-04-20 15:18:14,Świadomie,Help,Tak,2.0,Mężczyzna,1991.0,Wyższe,,Tak
1048,1048,1074,2015-04-20 15:18:33,2015-04-20 15:16:37,2015-04-20 15:18:33,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1990.0,Wyższe,,Nie
1050,1050,1076,2015-04-20 15:19:55,2015-04-20 15:18:34,2015-04-20 15:19:55,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1977.0,Wyższe,,Nie
1053,1053,1079,2015-04-20 15:23:11,2015-04-20 15:20:52,2015-04-20 15:23:11,Zamierzał,Help,Nie,2.0,Mężczyzna,1992.0,Średnie,,Nie
1054,1054,1080,2015-04-20 15:22:45,2015-04-20 15:21:36,2015-04-20 15:22:45,Zamierzał,Harm,Nie,1.0,Mężczyzna,1993.0,Wyższe,,Nie
1055,1055,1081,2015-04-20 15:25:35,2015-04-20 15:23:48,2015-04-20 15:25:35,Z rozmysłem,Harm,Tak,1.0,Kobieta,1988.0,Wyższe,,Nie
1057,1057,1083,2015-04-20 15:26:24,2015-04-20 15:25:00,2015-04-20 15:26:24,Brak przysłówka,Help,Tak,3.0,Kobieta,1985.0,Wyższe,,Nie
1058,1058,1084,2015-04-20 15:29:52,2015-04-20 15:28:34,2015-04-20 15:29:52,Chciał,Harm,Nie,1.0,Kobieta,1994.0,Średnie,,Nie
1059,1059,1085,2015-04-20 15:33:36,2015-04-20 15:31:26,2015-04-20 15:33:36,Umyślnie,Help,Nie,4.0,Mężczyzna,1996.0,Zawodowe,,Nie
1060,1060,1086,2015-04-20 15:33:17,2015-04-20 15:32:28,2015-04-20 15:33:17,Celowo,Harm,Tak,1.0,Kobieta,1978.0,Wyższe,,Nie
1061,1061,1087,2015-04-20 15:41:34,2015-04-20 15:39:28,2015-04-20 15:41:34,Chciał,Help,Nie,3.0,Kobieta,1983.0,-oth-,"studiuję drugi kierunek studiów, z pierwszego mam absolutorium, ale bez obronionej pracy magisterskiej",Nie
1062,1062,1088,2015-04-20 15:45:46,2015-04-20 15:43:42,2015-04-20 15:45:46,Świadomie,Harm,Tak,1.0,Mężczyzna,1987.0,Wyższe,,Nie
1063,1063,1089,2015-04-20 15:46:19,2015-04-20 15:44:22,2015-04-20 15:46:19,Zamierzał,Harm,Tak,1.0,Kobieta,1983.0,Wyższe,,Nie
1064,1064,1090,2015-04-20 15:53:00,2015-04-20 15:50:34,2015-04-20 15:53:00,Celowo,Help,Nie,4.0,Kobieta,1996.0,Średnie,,Nie
1065,1065,1091,2015-04-20 15:52:56,2015-04-20 15:52:02,2015-04-20 15:52:56,Z rozmysłem,Help,Nie,4.0,Mężczyzna,1981.0,Doktorat,,Tak
1067,1067,1093,2015-04-20 15:54:48,2015-04-20 15:53:10,2015-04-20 15:54:48,Brak przysłówka,Harm,Tak,1.0,Kobieta,1996.0,Średnie,,Nie
1069,1069,1095,2015-04-20 15:55:31,2015-04-20 15:54:25,2015-04-20 15:55:30,Z rozmysłem,Help,Nie,5.0,Kobieta,1990.0,Wyższe,,Tak
1070,1070,1096,2015-04-20 15:58:52,2015-04-20 15:57:47,2015-04-20 15:58:52,Brak przysłówka,Help,Tak,2.0,Kobieta,1986.0,Wyższe,,Nie
1071,1071,1097,2015-04-20 16:05:20,2015-04-20 16:03:54,2015-04-20 16:05:20,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1976.0,Średnie,,Nie
1073,1073,1099,2015-04-20 16:08:17,2015-04-20 16:06:45,2015-04-20 16:08:17,Chciał,Help,Nie,5.0,Kobieta,1982.0,Wyższe,,Tak
1074,1074,1100,2015-04-20 16:11:56,2015-04-20 16:10:25,2015-04-20 16:11:56,Specjalnie,Help,Nie,4.0,Kobieta,1986.0,Doktorat,,Nie
1075,1075,1101,2015-04-20 16:12:09,2015-04-20 16:10:28,2015-04-20 16:12:09,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,40.0,Wyższe,,Nie
1076,1076,1102,2015-04-20 16:13:08,2015-04-20 16:11:09,2015-04-20 16:13:08,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1994.0,Średnie,,Nie
1080,1080,1106,2015-04-20 16:23:42,2015-04-20 16:21:46,2015-04-20 16:23:42,Umyślnie,Help,Nie,2.0,Kobieta,1992.0,Średnie,,Nie
1081,1081,1107,2015-04-20 16:24:55,2015-04-20 16:23:14,2015-04-20 16:24:55,Umyślnie,Help,Nie,1.0,Kobieta,1991.0,Wyższe,,Nie
1082,1082,1108,2015-04-20 16:30:03,2015-04-20 16:29:08,2015-04-20 16:30:03,Zamierzał,Harm,Nie,1.0,Kobieta,1996.0,Średnie,,Nie
1083,1083,1109,2015-04-20 16:33:00,2015-04-20 16:31:40,2015-04-20 16:33:00,Specjalnie,Help,Nie,5.0,Kobieta,1990.0,Wyższe,,Nie
1084,1084,1110,2015-04-20 16:35:31,2015-04-20 16:32:49,2015-04-20 16:35:31,Brak przysłówka,Harm,Tak,2.0,Kobieta,1993.0,Średnie,,Nie
1085,1085,1111,2015-04-20 16:35:00,2015-04-20 16:33:33,2015-04-20 16:35:00,Umyślnie,Help,Nie,5.0,Kobieta,1992.0,Wyższe,,Nie
1086,1086,1112,2015-04-20 16:37:23,2015-04-20 16:36:03,2015-04-20 16:37:23,Celowo,Help,Nie,4.0,Mężczyzna,1989.0,Średnie,,Nie
1088,1088,1114,2015-04-20 16:42:23,2015-04-20 16:40:27,2015-04-20 16:42:23,Celowo,Harm,Nie,2.0,Kobieta,1994.0,Średnie,,Nie
1089,1089,1115,2015-04-20 16:42:49,2015-04-20 16:40:39,2015-04-20 16:42:49,Zamierzał,Harm,Tak,1.0,Kobieta,1987.0,Wyższe,,Nie
1090,1090,1116,2015-04-20 16:42:54,2015-04-20 16:40:56,2015-04-20 16:42:54,Umyślnie,Help,Nie,2.0,Kobieta,1986.0,Wyższe,,Nie
1091,1091,1117,2015-04-20 16:45:40,2015-04-20 16:44:34,2015-04-20 16:45:40,Specjalnie,Harm,Nie,2.0,Kobieta,1996.0,Średnie,,Nie
1092,1092,1118,2015-04-20 16:51:18,2015-04-20 16:47:50,2015-04-20 16:51:18,Zamierzał,Harm,Nie,2.0,Kobieta,1989.0,Wyższe,,Nie
1094,1094,1120,2015-04-20 16:54:46,2015-04-20 16:53:27,2015-04-20 16:54:46,Zamierzał,Help,Nie,4.0,Mężczyzna,1988.0,Wyższe,,Nie
1096,1096,1122,2015-04-20 17:01:01,2015-04-20 16:59:52,2015-04-20 17:01:01,Brak przysłówka,Help,Nie,5.0,Kobieta,1981.0,Doktorat,,Tak
1098,1098,1124,2015-04-20 17:19:08,2015-04-20 17:17:32,2015-04-20 17:19:08,Chciał,Help,Nie,1.0,Mężczyzna,1992.0,Wyższe,,Nie
